v,imgt,species,added
IGKV2-40,IGKV2-40*02,Homo_sapiens,
IGKV2/OR2-7D,IGKV2/OR2-7D*01,Homo_sapiens,
IGKV2/OR22-4,IGKV2/OR22-4*01,Homo_sapiens,
IGKV2D-18,IGKV2D-18*01,Homo_sapiens,
IGKV2D-24,IGKV2D-24*01,Homo_sapiens,
IGKV2D-26,IGKV2D-26*01,Homo_sapiens,
IGKV2D-26,IGKV2D-26*02,Homo_sapiens,
IGKV2D-26,IGKV2D-26*03,Homo_sapiens,
IGKV2D-28,IGKV2D-28*01,Homo_sapiens,
IGKV2D-29,IGKV2D-29*01,Homo_sapiens,
IGKV2D-29,IGKV2D-29*02,Homo_sapiens,
IGKV2D-30,IGKV2D-30*01,Homo_sapiens,
IGKV2D-40,IGKV2D-40*01,Homo_sapiens,
IGKV3-11,IGKV3-11*01,Homo_sapiens,
IGKV3-11,IGKV3-11*02,Homo_sapiens,
IGKV3-15,IGKV3-15*01,Homo_sapiens,
IGKV3-15,IGKV3-15*02,Homo_sapiens,
IGKV3-20,IGKV3-20*01,Homo_sapiens,
IGKV3-20,IGKV3-20*02,Homo_sapiens,
IGKV3-7,IGKV3-7*01,Homo_sapiens,
IGKV3-7,IGKV3-7*02,Homo_sapiens,
IGKV3-7,IGKV3-7*03,Homo_sapiens,
IGKV3-7,IGKV3-7*04,Homo_sapiens,
IGKV3-7,IGKV3-7*05,Homo_sapiens,
IGKV3-7,IGKV3-7*06,Homo_sapiens,
IGKV3/OR2-268,IGKV3/OR2-268*01,Homo_sapiens,
IGKV3/OR2-268,IGKV3/OR2-268*02,Homo_sapiens,
IGKV3D-11,IGKV3D-11*01,Homo_sapiens,
IGKV3D-11,IGKV3D-11*02,Homo_sapiens,
IGKV3D-11,IGKV3D-11*03,Homo_sapiens,
IGKV3D-15,IGKV3D-15*01,Homo_sapiens,
IGKV3D-15,IGKV3D-15*02,Homo_sapiens,
IGKV3D-15,IGKV3D-15*03,Homo_sapiens,
IGKV3D-20,IGKV3D-20*01,Homo_sapiens,
IGKV3D-20,IGKV3D-20*02,Homo_sapiens,
IGKV3D-7,IGKV3D-7*01,Homo_sapiens,
IGKV4-1,IGKV4-1*03,Homo_sapiens,
IGKV5-2,IGKV5-2*02,Homo_sapiens,
IGKV6-21,IGKV6-21*01,Homo_sapiens,
IGKV6-21,IGKV6-21*02,Homo_sapiens,
IGKV6D-21,IGKV6D-21*01,Homo_sapiens,
IGKV6D-21,IGKV6D-21*02,Homo_sapiens,
IGKV6D-41,IGKV6D-41*01,Homo_sapiens,
IGKV7-3,IGKV7-3*01,Homo_sapiens,
IGLV1-40,IGLV1-40*03,Homo_sapiens,
IGLV1-41,IGLV1-41*02,Homo_sapiens,
IGLV1-44,IGLV1-44*02,Homo_sapiens,
IGLV1-44,IGLV1-44*03,Homo_sapiens,
IGLV1-44,IGLV1-44*04,Homo_sapiens,
IGLV1-51,IGLV1-51*02,Homo_sapiens,
IGLV10-54,IGLV10-54*01,Homo_sapiens,
IGLV10-54,IGLV10-54*02,Homo_sapiens,
IGLV10-54,IGLV10-54*03,Homo_sapiens,
IGLV10-54,IGLV10-54*04,Homo_sapiens,
IGLV10-54,IGLV10-54*05,Homo_sapiens,
IGLV10-54,IGLV10-54*06,Homo_sapiens,
IGLV11-55,IGLV11-55*01,Homo_sapiens,
IGLV11-55,IGLV11-55*02,Homo_sapiens,
IGLV2-11,IGLV2-11*02,Homo_sapiens,
IGLV2-11,IGLV2-11*03,Homo_sapiens,
IGLV2-14,IGLV2-14*02,Homo_sapiens,
IGLV2-14,IGLV2-14*03,Homo_sapiens,
IGLV2-14,IGLV2-14*04,Homo_sapiens,
IGLV2-14,IGLV2-14*05,Homo_sapiens,
IGLV2-18,IGLV2-18*01,Homo_sapiens,
IGLV2-18,IGLV2-18*02,Homo_sapiens,
IGLV2-18,IGLV2-18*03,Homo_sapiens,
IGLV2-18,IGLV2-18*04,Homo_sapiens,
IGLV2-23,IGLV2-23*01,Homo_sapiens,
IGLV2-23,IGLV2-23*02,Homo_sapiens,
IGLV2-23,IGLV2-23*03,Homo_sapiens,
IGLV2-23,IGLV2-23*04,Homo_sapiens,
IGLV2-33,IGLV2-33*01,Homo_sapiens,
IGLV2-33,IGLV2-33*02,Homo_sapiens,
IGLV2-33,IGLV2-33*03,Homo_sapiens,
IGLV2-34,IGLV2-34*01,Homo_sapiens,
IGLV2-34,IGLV2-34*02,Homo_sapiens,
IGLV2-5,IGLV2-5*01,Homo_sapiens,
IGLV2-5,IGLV2-5*02,Homo_sapiens,
IGLV2-8,IGLV2-8*01,Homo_sapiens,
IGLV2-8,IGLV2-8*02,Homo_sapiens,
IGLV2-8,IGLV2-8*03,Homo_sapiens,
IGLV2-8,IGLV2-8*04,Homo_sapiens,
IGLV3-1,IGLV3-1*02,Homo_sapiens,
IGLV3-10,IGLV3-10*02,Homo_sapiens,
IGLV3-10,IGLV3-10*03,Homo_sapiens,
IGLV3-12,IGLV3-12*01,Homo_sapiens,
IGLV3-12,IGLV3-12*02,Homo_sapiens,
IGLV3-13,IGLV3-13*02,Homo_sapiens,
IGLV3-16,IGLV3-16*01,Homo_sapiens,
IGLV3-19,IGLV3-19*02,Homo_sapiens,
IGLV3-21,IGLV3-21*02,Homo_sapiens,
IGLV3-21,IGLV3-21*03,Homo_sapiens,
IGLV3-21,IGLV3-21*04,Homo_sapiens,
IGLV3-22,IGLV3-22*01,Homo_sapiens,
IGLV3-22,IGLV3-22*03,Homo_sapiens,
IGLV3-25,IGLV3-25*02,Homo_sapiens,
IGLV3-25,IGLV3-25*03,Homo_sapiens,
IGLV3-31,IGLV3-31*01,Homo_sapiens,
IGLV3-31,IGLV3-31*02,Homo_sapiens,
IGLV3-32,IGLV3-32*01,Homo_sapiens,
IGLV3-9,IGLV3-9*01,Homo_sapiens,
IGLV3-9,IGLV3-9*02,Homo_sapiens,
IGLV4-3,IGLV4-3*01,Homo_sapiens,
IGLV4-60,IGLV4-60*01,Homo_sapiens,
IGLV4-60,IGLV4-60*02,Homo_sapiens,
IGLV4-60,IGLV4-60*03,Homo_sapiens,
IGLV4-69,IGLV4-69*01,Homo_sapiens,
IGLV4-69,IGLV4-69*02,Homo_sapiens,
IGLV5-37,IGLV5-37*01,Homo_sapiens,
IGLV5-37,IGLV5-37*02,Homo_sapiens,
IGLV5-37,IGLV5-37*03,Homo_sapiens,
IGLV5-39,IGLV5-39*01,Homo_sapiens,
IGLV5-39,IGLV5-39*02,Homo_sapiens,
IGLV5-45,IGLV5-45*02,Homo_sapiens,
IGLV5-45,IGLV5-45*03,Homo_sapiens,
IGLV5-45,IGLV5-45*04,Homo_sapiens,
IGLV5-45,IGLV5-45*05,Homo_sapiens,
IGLV5-48,IGLV5-48*02,Homo_sapiens,
IGLV5-52,IGLV5-52*01,Homo_sapiens,
IGLV6-57,IGLV6-57*01,Homo_sapiens,
IGLV6-57,IGLV6-57*02,Homo_sapiens,
IGLV6-57,IGLV6-57*03,Homo_sapiens,
IGLV6-57,IGLV6-57*04,Homo_sapiens,
IGLV7-43,IGLV7-43*01,Homo_sapiens,
IGLV7-46,IGLV7-46*01,Homo_sapiens,
IGLV7-46,IGLV7-46*02,Homo_sapiens,
IGLV7-46,IGLV7-46*04,Homo_sapiens,
IGLV7-46,IGLV7-46*05,Homo_sapiens,
IGLV8-61,IGLV8-61*01,Homo_sapiens,
IGLV8-61,IGLV8-61*02,Homo_sapiens,
IGLV8-61,IGLV8-61*03,Homo_sapiens,
IGLV8/OR8-1,IGLV8/OR8-1*02,Homo_sapiens,
IGLV9-49,IGLV9-49*01,Homo_sapiens,
IGLV9-49,IGLV9-49*02,Homo_sapiens,
IGLV9-49,IGLV9-49*03,Homo_sapiens,
TRAV1-2,TRAV1-2*01,Homo_sapiens,
TRAV1-2,TRAV1-2*02,Homo_sapiens,
TRAV1-2,TRAV1-2*03,Homo_sapiens,
TRAV10,TRAV10*02,Homo_sapiens,
TRAV11,TRAV11*01,Homo_sapiens,
TRAV12-1,TRAV12-1*02,Homo_sapiens,
TRAV12-3,TRAV12-3*02,Homo_sapiens,
TRAV13-1,TRAV13-1*03,Homo_sapiens,
TRAV14/DV4,TRAV14/DV4*01,Homo_sapiens,
TRAV14/DV4,TRAV14/DV4*02,Homo_sapiens,
TRAV14/DV4,TRAV14/DV4*03,Homo_sapiens,
TRAV14/DV4,TRAV14/DV4*04,Homo_sapiens,
TRAV2,TRAV2*02,Homo_sapiens,
TRAV20,TRAV20*01,Homo_sapiens,
TRAV20,TRAV20*02,Homo_sapiens,
TRAV20,TRAV20*03,Homo_sapiens,
TRAV20,TRAV20*04,Homo_sapiens,
TRAV21,TRAV21*02,Homo_sapiens,
TRAV23/DV6,TRAV23/DV6*01,Homo_sapiens,
TRAV23/DV6,TRAV23/DV6*02,Homo_sapiens,
TRAV23/DV6,TRAV23/DV6*03,Homo_sapiens,
TRAV23/DV6,TRAV23/DV6*04,Homo_sapiens,
TRAV23/DV6,TRAV23/DV6*05,Homo_sapiens,
TRAV24,TRAV24*02,Homo_sapiens,
TRAV27,TRAV27*03,Homo_sapiens,
TRAV29/DV5,TRAV29/DV5*01,Homo_sapiens,
TRAV29/DV5,TRAV29/DV5*02,Homo_sapiens,
TRAV29/DV5,TRAV29/DV5*04,Homo_sapiens,
TRAV30,TRAV30*01,Homo_sapiens,
TRAV30,TRAV30*02,Homo_sapiens,
TRAV30,TRAV30*03,Homo_sapiens,
TRAV30,TRAV30*04,Homo_sapiens,
TRAV30,TRAV30*05,Homo_sapiens,
TRAV35,TRAV35*02,Homo_sapiens,
TRAV35,TRAV35*03,Homo_sapiens,
TRAV36/DV7,TRAV36/DV7*01,Homo_sapiens,
TRAV36/DV7,TRAV36/DV7*02,Homo_sapiens,
TRAV36/DV7,TRAV36/DV7*03,Homo_sapiens,
TRAV36/DV7,TRAV36/DV7*04,Homo_sapiens,
TRAV36/DV7,TRAV36/DV7*05,Homo_sapiens,
TRAV38-1,TRAV38-1*03,Homo_sapiens,
TRAV38-1,TRAV38-1*04,Homo_sapiens,
TRAV38-2/DV8,TRAV38-2/DV8*01,Homo_sapiens,
TRAV6,TRAV6*02,Homo_sapiens,
TRAV6,TRAV6*03,Homo_sapiens,
TRAV6,TRAV6*04,Homo_sapiens,
TRAV6,TRAV6*05,Homo_sapiens,
TRAV6,TRAV6*06,Homo_sapiens,
TRAV6,TRAV6*07,Homo_sapiens,
TRAV7,TRAV7*01,Homo_sapiens,
TRAV8-2,TRAV8-2*02,Homo_sapiens,
TRAV8-2,TRAV8-2*03,Homo_sapiens,
TRAV8-3,TRAV8-3*02,Homo_sapiens,
TRAV8-3,TRAV8-3*03,Homo_sapiens,
TRAV8-4,TRAV8-4*02,Homo_sapiens,
TRAV8-4,TRAV8-4*03,Homo_sapiens,
TRAV8-4,TRAV8-4*04,Homo_sapiens,
TRAV8-4,TRAV8-4*05,Homo_sapiens,
TRAV8-4,TRAV8-4*06,Homo_sapiens,
TRAV8-4,TRAV8-4*07,Homo_sapiens,
TRAV8-6,TRAV8-6*02,Homo_sapiens,
TRAV8-7,TRAV8-7*02,Homo_sapiens,
TRAV9-2,TRAV9-2*03,Homo_sapiens,
TRAV9-2,TRAV9-2*04,Homo_sapiens,
TRBV10-1,TRBV10-1*01,Homo_sapiens,
TRBV10-1,TRBV10-1*02,Homo_sapiens,
TRBV10-2,TRBV10-2*01,Homo_sapiens,
TRBV10-2,TRBV10-2*02,Homo_sapiens,
TRBV10-3,TRBV10-3*01,Homo_sapiens,
TRBV10-3,TRBV10-3*02,Homo_sapiens,
TRBV10-3,TRBV10-3*03,Homo_sapiens,
TRBV10-3,TRBV10-3*04,Homo_sapiens,
TRBV11-1,TRBV11-1*01,Homo_sapiens,
TRBV11-2,TRBV11-2*01,Homo_sapiens,
TRBV11-2,TRBV11-2*02,Homo_sapiens,
TRBV11-2,TRBV11-2*03,Homo_sapiens,
TRBV11-3,TRBV11-3*01,Homo_sapiens,
TRBV11-3,TRBV11-3*02,Homo_sapiens,
TRBV11-3,TRBV11-3*03,Homo_sapiens,
TRBV11-3,TRBV11-3*04,Homo_sapiens,
TRBV12-3,TRBV12-3*01,Homo_sapiens,
TRBV12-4,TRBV12-4*01,Homo_sapiens,
TRBV12-4,TRBV12-4*02,Homo_sapiens,
TRBV12-5,TRBV12-5*01,Homo_sapiens,
TRBV13,TRBV13*02,Homo_sapiens,
TRBV14,TRBV14*02,Homo_sapiens,
TRBV15,TRBV15*02,Homo_sapiens,
TRBV15,TRBV15*03,Homo_sapiens,
TRBV16,TRBV16*02,Homo_sapiens,
TRBV16,TRBV16*03,Homo_sapiens,
TRBV17,TRBV17*01,Homo_sapiens,
TRBV17,TRBV17*02,Homo_sapiens,
TRBV19,TRBV19*02,Homo_sapiens,
TRBV19,TRBV19*03,Homo_sapiens,
TRBV2,TRBV2*02,Homo_sapiens,
TRBV2,TRBV2*03,Homo_sapiens,
TRBV20-1,TRBV20-1*03,Homo_sapiens,
TRBV20-1,TRBV20-1*04,Homo_sapiens,
TRBV20-1,TRBV20-1*05,Homo_sapiens,
TRBV20-1,TRBV20-1*06,Homo_sapiens,
TRBV20-1,TRBV20-1*07,Homo_sapiens,
TRBV20/OR9-2,TRBV20/OR9-2*01,Homo_sapiens,
TRBV20/OR9-2,TRBV20/OR9-2*02,Homo_sapiens,
TRBV20/OR9-2,TRBV20/OR9-2*03,Homo_sapiens,
TRBV21-1,TRBV21-1*02,Homo_sapiens,
TRBV21/OR9-2,TRBV21/OR9-2*01,Homo_sapiens,
TRBV23/OR9-2,TRBV23/OR9-2*01,Homo_sapiens,
TRBV23/OR9-2,TRBV23/OR9-2*02,Homo_sapiens,
TRBV24-1,TRBV24-1*01,Homo_sapiens,
TRBV24-1,TRBV24-1*02,Homo_sapiens,
TRBV24/OR9-2,TRBV24/OR9-2*01,Homo_sapiens,
TRBV25-1,TRBV25-1*01,Homo_sapiens,
TRBV26/OR9-2,TRBV26/OR9-2*01,Homo_sapiens,
TRBV26/OR9-2,TRBV26/OR9-2*02,Homo_sapiens,
TRBV29-1,TRBV29-1*01,Homo_sapiens,
TRBV29-1,TRBV29-1*02,Homo_sapiens,
TRBV29-1,TRBV29-1*03,Homo_sapiens,
TRBV29/OR9-2,TRBV29/OR9-2*01,Homo_sapiens,
TRBV29/OR9-2,TRBV29/OR9-2*02,Homo_sapiens,
TRBV3-1,TRBV3-1*02,Homo_sapiens,
TRBV3-2,TRBV3-2*02,Homo_sapiens,
TRBV3-2,TRBV3-2*03,Homo_sapiens,
TRBV30,TRBV30*03,Homo_sapiens,
TRBV30,TRBV30*04,Homo_sapiens,
TRBV30,TRBV30*05,Homo_sapiens,
TRBV4-1,TRBV4-1*02,Homo_sapiens,
TRBV4-2,TRBV4-2*02,Homo_sapiens,
TRBV4-3,TRBV4-3*02,Homo_sapiens,
TRBV4-3,TRBV4-3*03,Homo_sapiens,
TRBV4-3,TRBV4-3*04,Homo_sapiens,
TRBV5-1,TRBV5-1*01,Homo_sapiens,
TRBV5-1,TRBV5-1*02,Homo_sapiens,
TRBV5-3,TRBV5-3*02,Homo_sapiens,
TRBV5-4,TRBV5-4*02,Homo_sapiens,
TRBV5-4,TRBV5-4*03,Homo_sapiens,
TRBV5-4,TRBV5-4*04,Homo_sapiens,
TRBV5-5,TRBV5-5*01,Homo_sapiens,
TRBV5-5,TRBV5-5*02,Homo_sapiens,
TRBV5-5,TRBV5-5*03,Homo_sapiens,
TRBV5-8,TRBV5-8*01,Homo_sapiens,
TRBV5-8,TRBV5-8*02,Homo_sapiens,
TRBV6-3,TRBV6-3*01,Homo_sapiens,
TRBV6-4,TRBV6-4*01,Homo_sapiens,
TRBV6-4,TRBV6-4*02,Homo_sapiens,
TRBV6-5,TRBV6-5*01,Homo_sapiens,
TRBV6-6,TRBV6-6*01,Homo_sapiens,
TRBV6-6,TRBV6-6*02,Homo_sapiens,
TRBV6-6,TRBV6-6*03,Homo_sapiens,
TRBV6-6,TRBV6-6*04,Homo_sapiens,
TRBV6-6,TRBV6-6*05,Homo_sapiens,
TRBV6-7,TRBV6-7*01,Homo_sapiens,
TRBV6-8,TRBV6-8*01,Homo_sapiens,
TRBV7-2,TRBV7-2*02,Homo_sapiens,
TRBV7-2,TRBV7-2*03,Homo_sapiens,
TRBV7-2,TRBV7-2*04,Homo_sapiens,
TRBV7-3,TRBV7-3*01,Homo_sapiens,
TRBV7-3,TRBV7-3*02,Homo_sapiens,
TRBV7-3,TRBV7-3*03,Homo_sapiens,
TRBV7-3,TRBV7-3*04,Homo_sapiens,
TRBV7-3,TRBV7-3*05,Homo_sapiens,
TRBV7-4,TRBV7-4*01,Homo_sapiens,
TRBV7-6,TRBV7-6*01,Homo_sapiens,
TRBV7-6,TRBV7-6*02,Homo_sapiens,
TRBV7-7,TRBV7-7*01,Homo_sapiens,
TRBV7-7,TRBV7-7*02,Homo_sapiens,
TRBV7-8,TRBV7-8*01,Homo_sapiens,
TRBV7-8,TRBV7-8*02,Homo_sapiens,
TRBV7-8,TRBV7-8*03,Homo_sapiens,
TRBV7-9,TRBV7-9*01,Homo_sapiens,
TRBV7-9,TRBV7-9*02,Homo_sapiens,
TRBV7-9,TRBV7-9*03,Homo_sapiens,
TRBV7-9,TRBV7-9*04,Homo_sapiens,
TRBV7-9,TRBV7-9*05,Homo_sapiens,
TRBV7-9,TRBV7-9*06,Homo_sapiens,
TRBV7-9,TRBV7-9*07,Homo_sapiens,
TRBV9,TRBV9*02,Homo_sapiens,
TRBV9,TRBV9*03,Homo_sapiens,
TRDV1,TRDV1*01,Homo_sapiens,
TRDV2,TRDV2*02,Homo_sapiens,
TRDV2,TRDV2*03,Homo_sapiens,
TRDV3,TRDV3*02,Homo_sapiens,
TRGV10,TRGV10*01,Homo_sapiens,
TRGV10,TRGV10*02,Homo_sapiens,
TRGV11,TRGV11*01,Homo_sapiens,
TRGV11,TRGV11*02,Homo_sapiens,
TRGV2,TRGV2*02,Homo_sapiens,
TRGV2,TRGV2*03,Homo_sapiens,
TRGV3,TRGV3*01,Homo_sapiens,
TRGV3,TRGV3*02,Homo_sapiens,
TRGV4,TRGV4*01,Homo_sapiens,
TRGV4,TRGV4*02,Homo_sapiens,
TRGV5,TRGV5*01,Homo_sapiens,
TRGV5P,TRGV5P*01,Homo_sapiens,
TRGV5P,TRGV5P*02,Homo_sapiens,
TRGV8,TRGV8*01,Homo_sapiens,
TRGV9,TRGV9*01,Homo_sapiens,
TRGV9,TRGV9*02,Homo_sapiens,
TRGVA,TRGVA*01,Homo_sapiens,
IGHV1S13,IGHV1S13*01,Macaca_fascicularis,
IGHV1S6,IGHV1S6*01,Macaca_fascicularis,
IGHV2S2,IGHV2S2*01,Macaca_fascicularis,
IGHV3-12,IGHV3-12*01,Macaca_fascicularis,
IGHV3S10,IGHV3S10*01,Macaca_fascicularis,
IGHV3S11,IGHV3S11*01,Macaca_fascicularis,
IGHV3S12,IGHV3S12*01,Macaca_fascicularis,
IGHV3S14,IGHV3S14*01,Macaca_fascicularis,
IGHV3S15,IGHV3S15*01,Macaca_fascicularis,
IGHV3S16,IGHV3S16*01,Macaca_fascicularis,
IGHV3S17,IGHV3S17*01,Macaca_fascicularis,
IGHV3S18,IGHV3S18*01,Macaca_fascicularis,
IGHV3S19,IGHV3S19*01,Macaca_fascicularis,
IGHV3S20,IGHV3S20*01,Macaca_fascicularis,
IGHV3S21,IGHV3S21*01,Macaca_fascicularis,
IGHV3S22,IGHV3S22*01,Macaca_fascicularis,
IGHV3S23,IGHV3S23*01,Macaca_fascicularis,
IGHV3S25,IGHV3S25*01,Macaca_fascicularis,
IGHV3S26,IGHV3S26*01,Macaca_fascicularis,
IGHV3S27,IGHV3S27*01,Macaca_fascicularis,
IGHV3S29,IGHV3S29*01,Macaca_fascicularis,
IGHV3S30,IGHV3S30*01,Macaca_fascicularis,
IGHV3S32,IGHV3S32*01,Macaca_fascicularis,
IGHV3S33,IGHV3S33*01,Macaca_fascicularis,
IGHV3S35,IGHV3S35*01,Macaca_fascicularis,
IGHV3S38,IGHV3S38*01,Macaca_fascicularis,
IGHV3S4,IGHV3S4*01,Macaca_fascicularis,
IGHV3S40,IGHV3S40*01,Macaca_fascicularis,
IGHV3S41,IGHV3S41*01,Macaca_fascicularis,
IGHV3S42,IGHV3S42*01,Macaca_fascicularis,
IGHV3S43,IGHV3S43*01,Macaca_fascicularis,
IGHV3S44,IGHV3S44*01,Macaca_fascicularis,
IGHV3S45,IGHV3S45*01,Macaca_fascicularis,
IGHV3S46,IGHV3S46*01,Macaca_fascicularis,
IGHV3S48,IGHV3S48*01,Macaca_fascicularis,
IGHV3S5,IGHV3S5*01,Macaca_fascicularis,
IGHV3S50,IGHV3S50*01,Macaca_fascicularis,
IGHV3S51,IGHV3S51*01,Macaca_fascicularis,
IGHV3S52,IGHV3S52*01,Macaca_fascicularis,
IGHV3S53,IGHV3S53*01,Macaca_fascicularis,
IGHV3S7,IGHV3S7*01,Macaca_fascicularis,
IGHV3S9,IGHV3S9*01,Macaca_fascicularis,
IGHV4S10,IGHV4S10*01,Macaca_fascicularis,
IGHV4S11,IGHV4S11*01,Macaca_fascicularis,
IGHV4S12,IGHV4S12*01,Macaca_fascicularis,
IGHV4S13,IGHV4S13*01,Macaca_fascicularis,
IGHV4S14,IGHV4S14*01,Macaca_fascicularis,
IGHV4S15,IGHV4S15*01,Macaca_fascicularis,
IGHV4S16,IGHV4S16*01,Macaca_fascicularis,
IGHV4S17,IGHV4S17*01,Macaca_fascicularis,
IGHV4S18,IGHV4S18*01,Macaca_fascicularis,
IGHV4S19,IGHV4S19*01,Macaca_fascicularis,
IGHV4S2,IGHV4S2*01,Macaca_fascicularis,
IGHV4S5,IGHV4S5*01,Macaca_fascicularis,
IGHV4S6,IGHV4S6*01,Macaca_fascicularis,
IGHV4S7,IGHV4S7*01,Macaca_fascicularis,
IGHV4S9,IGHV4S9*01,Macaca_fascicularis,
IGHV5S1,IGHV5S1*01,Macaca_fascicularis,
IGHV7S1,IGHV7S1*01,Macaca_fascicularis,
IGHV7S3,IGHV7S3*01,Macaca_fascicularis,
IGHV7S5,IGHV7S5*01,Macaca_fascicularis,
IGHV7S7,IGHV7S7*01,Macaca_fascicularis,
IGHV7S9,IGHV7S9*01,Macaca_fascicularis,
TRBV1-1,TRBV1-1*01,Macaca_fascicularis,
TRBV2-1,TRBV2-1*01,Macaca_fascicularis,
TRBV2-2,TRBV2-2*01,Macaca_fascicularis,
TRBV2-3,TRBV2-3*01,Macaca_fascicularis,
TRBV22-1,TRBV22-1*01,Macaca_fascicularis,
TRBV3-4,TRBV3-4*01,Macaca_fascicularis,
TRBV5-10,TRBV5-10*01,Macaca_fascicularis,
TRBV5-9,TRBV5-9*01,Macaca_fascicularis,
TRBV6-2-1,TRBV6-2-1*01,Macaca_fascicularis,
TRBV7-10,TRBV7-10*01,Macaca_fascicularis,
TRBV7-5,TRBV7-5*01,Macaca_fascicularis,
TRBV7-7-1,TRBV7-7-1*01,Macaca_fascicularis,
IGHV1-111,IGHV1-111*01,Macaca_mulatta,
IGHV1-111,IGHV1-111*02,Macaca_mulatta,
IGHV1-113,IGHV1-113*01,Macaca_mulatta,
IGHV1-113,IGHV1-113*02,Macaca_mulatta,
IGHV1-130,IGHV1-130*01,Macaca_mulatta,
IGHV1-130,IGHV1-130*02,Macaca_mulatta,
IGHV1-138,IGHV1-138*01,Macaca_mulatta,
IGHV1-151,IGHV1-151*01,Macaca_mulatta,
IGHV1-156,IGHV1-156*01,Macaca_mulatta,
IGHV1-156D,IGHV1-156D*01,Macaca_mulatta,
IGHV1-180,IGHV1-180*01,Macaca_mulatta,
IGHV1-197,IGHV1-197*01,Macaca_mulatta,
IGHV1-197,IGHV1-197*02,Macaca_mulatta,
IGHV1-198,IGHV1-198*01,Macaca_mulatta,
IGHV1-198,IGHV1-198*02,Macaca_mulatta,
IGHV1-200,IGHV1-200*01,Macaca_mulatta,
IGHV1-89,IGHV1-89*01,Macaca_mulatta,
IGHV2-152,IGHV2-152*01,Macaca_mulatta,
IGHV2-161,IGHV2-161*01,Macaca_mulatta,
IGHV2-174,IGHV2-174*01,Macaca_mulatta,
IGHV2-174,IGHV2-174*02,Macaca_mulatta,
IGHV2-95,IGHV2-95*01,Macaca_mulatta,
IGHV3-100,IGHV3-100*01,Macaca_mulatta,
IGHV3-100,IGHV3-100*02,Macaca_mulatta,
IGHV3-102,IGHV3-102*01,Macaca_mulatta,
IGHV3-103,IGHV3-103*01,Macaca_mulatta,
IGHV3-103,IGHV3-103*02,Macaca_mulatta,
IGHV3-108,IGHV3-108*01,Macaca_mulatta,
IGHV3-110,IGHV3-110*01,Macaca_mulatta,
IGHV3-110,IGHV3-110*02,Macaca_mulatta,
IGHV3-115,IGHV3-115*01,Macaca_mulatta,
IGHV3-115,IGHV3-115*02,Macaca_mulatta,
IGHV3-116,IGHV3-116*01,Macaca_mulatta,
IGHV3-116,IGHV3-116*02,Macaca_mulatta,
IGHV3-117,IGHV3-117*01,Macaca_mulatta,
IGHV3-118,IGHV3-118*01,Macaca_mulatta,
IGHV3-119,IGHV3-119*01,Macaca_mulatta,
IGHV3-119,IGHV3-119*02,Macaca_mulatta,
IGHV3-12,IGHV3-12*02,Macaca_mulatta,
IGHV3-124,IGHV3-124*01,Macaca_mulatta,
IGHV3-132,IGHV3-132*01,Macaca_mulatta,
IGHV3-132,IGHV3-132*02,Macaca_mulatta,
IGHV3-134,IGHV3-134*01,Macaca_mulatta,
IGHV3-136,IGHV3-136*01,Macaca_mulatta,
IGHV3-137,IGHV3-137*01,Macaca_mulatta,
IGHV3-146,IGHV3-146*01,Macaca_mulatta,
IGHV3-153,IGHV3-153*01,Macaca_mulatta,
IGHV3-153,IGHV3-153*02,Macaca_mulatta,
IGHV3-153D,IGHV3-153D*01,Macaca_mulatta,
IGHV3-162,IGHV3-162*01,Macaca_mulatta,
IGHV3-162,IGHV3-162*02,Macaca_mulatta,
IGHV3-175,IGHV3-175*01,Macaca_mulatta,
IGHV3-175,IGHV3-175*02,Macaca_mulatta,
IGHV3-176,IGHV3-176*01,Macaca_mulatta,
IGHV3-176,IGHV3-176*02,Macaca_mulatta,
IGHV3-178,IGHV3-178*01,Macaca_mulatta,
IGHV3-178,IGHV3-178*02,Macaca_mulatta,
IGHV3-18,IGHV3-18*02,Macaca_mulatta,
IGHV3-183,IGHV3-183*01,Macaca_mulatta,
IGHV3-183,IGHV3-183*02,Macaca_mulatta,
IGHV3-184,IGHV3-184*01,Macaca_mulatta,
IGHV3-184,IGHV3-184*02,Macaca_mulatta,
IGHV3-186,IGHV3-186*01,Macaca_mulatta,
IGHV3-186,IGHV3-186*02,Macaca_mulatta,
IGHV3-201,IGHV3-201*01,Macaca_mulatta,
IGHV3-28,IGHV3-28*01,Macaca_mulatta,
IGHV3-28,IGHV3-28*02,Macaca_mulatta,
IGHV3-32,IGHV3-32*02,Macaca_mulatta,
IGHV3-34,IGHV3-34*02,Macaca_mulatta,
IGHV3-37,IGHV3-37*02,Macaca_mulatta,
IGHV3-46,IGHV3-46*02,Macaca_mulatta,
IGHV3-58,IGHV3-58*02,Macaca_mulatta,
IGHV3-59,IGHV3-59*01,Macaca_mulatta,
IGHV3-59,IGHV3-59*02,Macaca_mulatta,
IGHV3S3,IGHV3S3*01,Macaca_mulatta,
IGHV4-106,IGHV4-106*01,Macaca_mulatta,
IGHV4-122,IGHV4-122*01,Macaca_mulatta,
IGHV4-122,IGHV4-122*02,Macaca_mulatta,
IGHV4-127,IGHV4-127*01,Macaca_mulatta,
IGHV4-143,IGHV4-143*01,Macaca_mulatta,
IGHV4-147,IGHV4-147*01,Macaca_mulatta,
